name_length,is_organic,is_sugar_free,quantity_value,quantity_unit_encoded,category_depth,country_count,product_age_days,created_year,created_month,main_category_encoded,nova_group
2,0,0,500.0,14,1,1,768,2023,9,364,4.0
11,0,0,200.0,14,9,4,4740,2012,11,459,4.0
3,0,0,265.0,14,15,2,4377,2013,10,18,4.0
8,0,0,250.0,14,6,5,4197,2013,10,418,4.0
7,0,0,250.0,14,4,6,4842,2012,6,90,1.0
3,0,0,200.0,14,10,2,2826,2016,11,400,1.0
4,0,0,320.0,14,1,3,2599,2017,12,345,3.0
3,0,0,185.0,14,6,17,3218,2016,12,459,3.0
2,0,0,400.0,14,11,3,2221,2019,1,400,1.0
12,0,0,450.0,14,11,1,2114,2019,4,400,4.0
2,0,0,500.0,14,5,1,2024,2020,3,459,4.0
4,0,0,400.0,14,5,1,1505,2020,11,400,4.0
4,1,0,1.0,32,11,1,1248,2022,3,400,3.0
4,0,0,304.0,14,5,1,837,2023,4,351,4.0
2,0,0,440.0,14,7,2,766,2023,9,400,3.0
5,0,0,200.0,14,12,8,3586,2015,12,400,1.0
4,0,0,500.0,44,11,5,3289,2016,10,400,1.0
1,0,0,375.0,14,8,6,4868,2012,6,12,4.0
1,0,0,170.0,14,9,3,3316,2016,5,400,2.0
4,0,0,240.0,14,11,1,2262,2018,6,18,3.0
3,0,0,260.0,14,9,5,2965,2017,9,459,4.0
1,0,0,710.0,14,6,1,3787,2015,5,134,4.0
3,0,0,240.0,14,9,3,2336,2019,1,400,1.0
4,0,0,450.0,14,9,4,1891,2019,3,18,4.0
1,0,0,256.0,42,4,7,2145,2019,10,133,4.0
2,0,0,270.0,14,6,2,2092,2020,1,400,4.0
1,0,0,500.0,14,5,1,189,2024,11,53,3.28450954283178
3,0,0,250.0,42,6,2,3459,2016,4,178,2.0
7,0,0,180.0,14,10,2,3447,2016,5,134,4.0
18,0,0,150.0,14,12,2,3054,2017,6,418,3.0
1,0,0,1000.0,42,11,5,3025,2017,5,400,1.0
2,0,0,1.0,29,6,1,4278,2014,2,418,3.28450954283178
3,0,0,125.0,14,6,3,3834,2015,4,459,3.0
2,0,0,400.0,42,10,2,3805,2014,10,13,4.0
1,0,0,250.0,14,6,5,3148,2017,3,322,3.0
3,0,0,450.0,14,8,2,2580,2018,8,418,4.0
3,0,0,132.0,14,12,15,3078,2017,5,75,4.0
6,0,0,400.0,14,7,2,2317,2019,5,400,3.0
3,0,0,130.0,14,6,3,2001,2020,5,13,3.0
2,0,0,150.0,14,10,3,1524,2021,7,18,3.0
1,0,0,400.0,14,2,1,5,2023,9,465,3.0
1,0,0,144.0,44,2,1,546,2024,3,441,4.0
3,0,0,2.0,29,4,2,4467,2013,1,67,1.0
3,0,0,0.18,27,7,2,2977,2017,7,502,3.0
6,0,0,1.5,29,7,2,4365,2013,2,67,1.0
3,0,0,250.0,14,8,1,3523,2016,3,357,2.0
5,0,0,560.0,14,9,4,3848,2014,10,400,4.0
3,0,0,800.0,14,6,2,4049,2014,8,400,4.0
6,0,0,25.0,14,11,1,3817,2015,4,400,4.0
2,0,0,150.0,14,6,5,4618,2013,3,459,4.0
2,0,0,255.0,14,8,1,1455,2018,2,415,3.0
1,0,0,1.0,29,6,1,4496,2013,3,67,3.28450954283178
8,0,0,300.0,14,10,7,2711,2018,5,12,4.0
4,0,0,1.0,29,5,2,2997,2017,8,129,4.0
3,0,0,200.0,14,7,2,4829,2012,8,13,1.0
5,0,0,250.0,14,5,1,3025,2017,7,13,3.28450954283178
6,0,0,400.0,42,3,6,3925,2015,1,134,4.0
5,0,0,240.0,14,11,2,2454,2018,12,13,3.0
10,0,0,320.0,14,9,1,2317,2019,6,18,4.0
1,0,0,20.0,49,4,4,2031,2020,3,368,4.0
2,0,0,300.0,14,8,2,1781,2020,7,507,3.0
7,0,0,3.0,71,10,1,1673,2021,2,18,4.0
4,0,0,200.0,14,6,3,1654,2021,3,459,4.0
3,1,0,1.0,27,10,2,1272,2022,3,400,3.0
3,0,0,6.0,14,8,1,1010,2022,8,400,3.0
2,0,0,171.0,14,10,2,591,2023,6,400,3.0
3,0,0,270.0,14,4,5,4535,2013,4,459,4.0
1,0,0,120.0,20,3,2,4141,2012,10,134,2.0
7,0,0,250.0,14,8,1,4518,2012,5,18,1.0
1,0,0,110.0,14,11,1,2513,2018,8,159,4.0
2,0,0,1.0,44,1,2,2599,2018,8,198,4.0
3,0,0,425.0,14,4,6,3188,2016,12,337,4.0
4,0,0,750.0,14,14,2,1841,2018,11,18,1.0
3,1,0,200.0,14,10,5,2450,2019,1,18,4.0
2,0,0,300.0,14,5,3,2153,2019,4,459,3.0
4,0,0,1.0,27,5,1,2020,2019,10,159,3.28450954283178
1,0,0,500.0,14,2,1,1800,2020,6,31,3.28450954283178
3,0,0,1.0,27,1,1,1591,2021,3,47,2.0
3,0,0,500.0,14,10,9,1667,2021,3,56,3.28450954283178
3,0,0,1.0,29,14,8,1575,2021,6,400,4.0
5,0,0,400.0,14,4,1,901,2021,12,400,3.0
4,0,0,200.0,14,4,1,1321,2022,3,459,3.0
5,0,0,200.0,14,4,1,933,2023,4,351,4.0
2,0,0,200.0,14,9,1,750,2023,9,159,2.0
4,0,0,1.0,27,9,1,510,2024,2,159,3.0
7,1,0,765.0,14,7,1,3149,2017,3,400,4.0
1,0,0,260.0,14,6,5,4750,2012,10,459,4.0
2,0,0,1.0,29,9,6,3791,2015,3,18,2.0
3,0,0,830.0,14,12,2,2443,2018,4,18,4.0
3,0,0,360.0,14,8,2,3103,2017,4,12,4.0
11,0,0,500.0,14,7,1,1739,2021,1,18,4.0
9,0,0,500.0,14,8,1,1653,2021,4,18,4.0
5,0,0,90.0,14,10,8,1509,2021,8,459,3.28450954283178
1,0,0,50.0,14,8,7,607,2024,2,75,4.0
1,0,0,200.0,14,12,6,3286,2016,10,18,3.0
1,0,0,250.0,14,5,1,4496,2013,4,459,4.0
2,0,0,400.0,14,6,3,4719,2012,11,18,3.0
6,0,0,200.0,14,2,1,4532,2013,4,25,4.0
7,0,0,1.0,29,11,2,4587,2013,2,418,3.28450954283178
10,0,0,400.0,14,11,3,4730,2012,11,68,4.0
5,0,0,24.0,71,8,2,2407,2018,7,18,3.0
2,0,0,50.0,14,9,10,4317,2013,11,459,4.0
4,0,0,300.0,14,8,6,4670,2013,1,459,4.0
2,0,0,250.0,14,11,2,3864,2015,2,159,3.0
3,0,0,620.0,14,9,3,4001,2014,11,400,4.0
2,0,0,150.0,14,8,9,4743,2012,9,159,4.0
3,0,0,750.0,14,10,1,4291,2014,1,159,3.0
5,0,0,375.0,14,15,1,2548,2018,10,18,3.0
2,0,0,1000.0,14,9,2,2399,2018,12,12,3.0
2,0,0,425.0,14,6,1,1945,2019,11,400,3.0
3,0,0,415.0,14,7,1,2001,2020,1,18,3.0
3,0,0,750.0,14,5,1,1949,2020,5,474,2.0
2,0,0,850.0,14,8,1,1562,2021,4,418,1.0
7,0,0,230.0,14,11,1,1453,2021,11,18,4.0
8,0,0,400.0,14,7,1,1118,2022,10,400,4.0
1,0,0,500.0,14,7,1,899,2022,12,84,3.28450954283178
6,0,0,130.0,18,7,1,798,2023,4,459,4.0
1,0,0,500.0,14,6,1,313,2024,8,459,4.0
1,0,0,4.0,24,1,1,349,2024,11,112,4.0
4,0,0,410.0,14,10,2,4480,2013,7,18,4.0
1,0,0,1.0,29,7,5,4303,2013,4,67,1.0
4,0,0,150.0,14,16,5,4780,2012,9,418,3.0
4,0,0,200.0,14,5,2,4021,2014,2,459,4.0
8,0,0,132.0,14,4,1,3735,2015,3,459,4.0
11,0,0,132.0,14,7,3,3576,2015,10,459,4.0
6,0,0,1.0,29,12,1,4680,2012,11,68,1.0
3,0,0,130.0,14,6,2,3109,2017,4,400,3.0
5,0,0,1000.0,42,7,3,3765,2014,12,53,1.0
2,0,0,200.0,14,7,5,4294,2014,1,459,4.0
4,0,0,500.0,14,8,3,4577,2013,4,344,2.0
3,0,0,350.0,14,9,6,2729,2018,1,505,4.0
2,0,0,18.0,14,15,2,2396,2018,4,18,4.0
2,0,0,33.0,7,7,3,2538,2018,9,13,4.0
4,0,0,300.0,14,5,1,2476,2018,12,459,3.0
7,0,0,400.0,14,9,1,2345,2019,1,400,4.0
4,0,0,800.0,14,6,1,1173,2019,3,400,4.0
4,0,0,410.0,14,9,5,2421,2019,3,400,4.0
2,0,0,400.0,14,12,5,2249,2019,8,400,4.0
6,0,0,130.0,14,5,2,1717,2020,12,459,4.0
3,0,0,300.0,14,9,1,1362,2021,9,400,3.0
3,0,0,250.0,14,6,1,1083,2021,11,465,4.0
2,0,0,545.0,14,3,1,791,2023,5,134,4.0
4,0,0,340.0,14,13,6,3723,2015,3,18,3.0
1,0,0,400.0,14,7,7,3561,2016,1,392,4.0
4,0,0,100.0,14,8,2,3297,2016,9,459,4.0
3,0,0,200.0,14,8,3,3633,2015,4,459,4.0
3,0,0,250.0,14,1,2,4698,2012,6,303,1.0
4,0,0,165.0,14,9,5,3864,2015,2,400,4.0
7,0,0,500.0,14,6,2,2471,2018,5,18,1.0
4,0,0,225.0,14,7,4,3580,2015,11,400,3.0
4,0,0,300.0,14,9,8,3478,2016,4,12,4.0
3,0,0,6.0,71,10,1,2177,2019,9,400,3.0
2,0,0,350.0,14,8,1,1133,2022,8,159,1.0
7,0,0,720.0,14,8,1,946,2023,3,18,3.0
1,0,0,500.0,14,9,1,350,2024,3,53,3.28450954283178
3,0,0,500.0,14,1,1,359,2024,11,190,4.0
1,0,0,390.0,14,2,4,3052,2017,6,459,4.0
4,0,0,340.0,14,7,1,3088,2017,4,418,3.0
4,0,0,225.0,14,7,1,3756,2013,9,459,4.0
3,0,0,300.0,14,11,4,4168,2014,5,418,4.0
2,0,0,1.0,44,1,1,2326,2019,3,291,4.0
1,0,0,1200.0,63,2,2,2293,2019,5,474,4.0
3,0,0,1.0,29,11,2,2252,2019,6,400,3.0
4,0,0,500.0,14,7,2,1663,2020,10,400,3.0
1,0,0,12.0,46,9,1,387,2021,3,18,3.0
4,0,0,100.0,14,9,6,4642,2013,1,12,4.0
3,0,0,150.0,14,7,7,3522,2016,3,18,3.0
5,0,0,500.0,14,18,7,4522,2012,10,18,4.0
4,0,0,300.0,14,5,4,4878,2012,6,18,3.0
5,0,0,125.0,14,3,1,2723,2018,4,90,1.0
2,0,0,190.0,14,5,3,2740,2018,4,134,3.0
4,0,0,75.0,7,9,1,2992,2016,12,18,2.0
2,0,0,500.0,14,1,1,987,2021,8,225,3.28450954283178
1,0,0,500.0,14,4,1,1326,2022,3,459,3.28450954283178
4,0,0,4.0,71,4,1,884,2022,9,459,4.0
1,0,0,25.0,14,1,1,949,2022,11,200,3.28450954283178
3,0,0,350.0,14,7,3,802,2023,7,394,4.0
1,0,0,500.0,14,1,1,499,2023,8,336,3.28450954283178
1,0,0,36.0,14,4,1,160,2023,11,459,4.0
2,0,0,500.0,14,6,1,328,2024,1,459,4.0
1,0,0,500.0,14,7,1,286,2024,11,84,3.28450954283178
2,0,0,200.0,14,9,2,2183,2018,6,400,3.0
6,0,0,250.0,14,9,1,3016,2017,4,418,3.0
2,0,0,900.0,14,10,1,2642,2018,5,18,1.0
8,0,0,250.0,14,12,3,4690,2012,12,159,2.0
2,0,0,260.0,14,6,2,2748,2018,3,459,4.0
2,0,0,250.0,25,4,2,2870,2017,9,52,4.0
2,0,0,1.0,29,5,2,1580,2018,6,67,4.0
1,0,0,1.0,44,1,2,2924,2017,2,383,3.28450954283178
2,0,0,50.0,14,8,14,3841,2015,4,75,4.0
2,0,0,320.0,14,5,3,4342,2013,4,134,4.0
4,0,0,455.0,42,3,8,2827,2018,1,134,4.0
1,0,0,500.0,14,9,2,2528,2018,11,18,3.28450954283178
3,0,0,1.0,44,7,1,2388,2019,2,68,1.0
3,0,0,500.0,42,3,2,2370,2019,4,134,3.28450954283178
2,0,0,0.32,27,9,2,2319,2019,6,418,4.0
5,0,0,400.0,14,7,1,2203,2019,10,53,4.0
2,0,0,500.0,14,1,1,1840,2019,10,136,4.0
3,0,0,5.0,44,8,1,1505,2021,1,400,3.0
2,0,0,370.0,14,7,1,1647,2021,3,400,1.0
1,0,0,70.0,14,2,2,1602,2021,4,376,3.28450954283178
2,0,0,500.0,42,9,1,921,2022,10,52,1.0
4,0,0,512.0,14,9,1,1019,2023,1,418,4.0
3,0,0,1.0,27,2,1,28,2024,11,418,4.0
2,0,0,500.0,14,12,17,4963,2012,3,119,1.0
4,0,0,100.0,14,7,5,4201,2014,3,459,4.0
3,0,0,600.0,14,5,4,4553,2012,11,134,2.0
2,0,0,200.0,14,9,3,2692,2018,5,418,3.0
6,0,0,255.0,14,10,1,4082,2014,7,18,4.0
6,0,0,300.0,14,10,4,4359,2013,9,400,4.0
2,0,0,380.0,14,10,1,2853,2017,11,159,3.0
5,0,0,500.0,14,5,5,2560,2018,8,400,4.0
3,0,0,450.0,14,9,2,2372,2018,4,18,3.0
3,0,0,500.0,14,6,2,2441,2018,6,53,1.0
3,0,0,300.0,14,4,5,2789,2017,12,459,4.0
7,0,0,665.0,14,5,2,2424,2018,4,134,4.0
1,0,0,500.0,14,7,2,363,2018,12,67,3.0
1,0,0,480.0,14,10,2,2369,2019,4,418,3.0
6,0,0,200.0,14,7,1,2184,2019,10,84,3.0
2,0,0,500.0,14,8,1,1458,2020,7,13,4.0
2,0,0,180.0,14,5,2,1515,2021,4,459,4.0
4,0,0,250.0,14,9,1,1442,2021,10,18,4.0
3,0,0,100.0,14,4,1,838,2023,5,436,4.0
1,0,0,500.0,14,7,2,295,2024,11,84,3.28450954283178
3,0,0,250.0,14,9,1,4008,2014,10,159,2.0
3,0,0,440.0,14,5,2,3278,2016,4,134,3.0
4,0,0,132.0,14,6,3,3899,2015,2,459,4.0
2,0,0,550.0,14,4,2,3707,2015,7,134,2.0
4,0,0,550.0,14,6,3,4562,2012,6,18,4.0
2,0,0,135.0,14,10,1,4419,2013,9,451,3.0
8,0,0,500.0,14,10,5,4759,2012,3,18,3.28450954283178
3,0,0,1.0,27,11,1,2330,2018,8,400,1.0
4,0,0,100.0,14,6,3,4625,2013,2,337,4.0
3,0,0,450.0,14,11,1,2411,2019,3,400,4.0
3,1,0,1.0,29,11,1,1645,2019,8,400,3.0
3,0,0,450.0,14,5,1,1915,2020,2,400,3.0
1,0,0,1.0,29,1,1,1094,2021,4,239,2.0
1,0,0,100.0,14,14,1,1249,2021,12,52,4.0
4,0,0,60.0,7,7,1,730,2023,3,68,4.0
1,0,0,500.0,14,1,1,581,2024,2,221,3.28450954283178
5,0,0,120.0,14,6,1,512,2024,4,18,4.0
1,0,0,450.0,44,12,5,4338,2013,9,163,4.0
5,0,0,350.0,14,13,2,3802,2014,9,18,4.0
2,0,0,550.0,14,9,1,3482,2016,4,159,3.0
4,0,0,500.0,42,3,3,2557,2018,5,140,3.0
9,0,0,1.0,27,7,3,2905,2017,2,400,4.0
3,0,0,500.0,14,10,3,3030,2017,7,400,2.0
3,0,0,31.0,14,9,2,3837,2014,11,459,4.0
2,0,0,260.0,14,10,6,3695,2015,9,75,4.0
4,0,0,455.0,42,4,1,1445,2020,5,134,4.0
6,0,0,400.0,14,8,2,1773,2020,9,400,3.0
3,0,0,100.0,14,9,1,1603,2021,4,418,2.0
6,0,0,200.0,14,5,1,1606,2021,4,351,4.0
4,0,0,500.0,14,9,1,1445,2021,10,400,4.0
2,0,0,500.0,14,4,2,1151,2022,7,418,4.0
2,0,0,1750.0,42,7,1,934,2023,3,52,4.0
2,0,0,950.0,14,7,3,698,2023,11,84,4.0
2,0,0,500.0,14,7,1,2533,2017,5,400,4.0
4,0,0,800.0,14,7,2,2643,2018,5,18,4.0
6,0,0,125.0,14,15,3,3906,2014,5,418,3.0
2,0,0,175.0,14,8,6,3704,2015,9,459,4.0
2,0,0,500.0,14,9,1,2942,2016,6,159,2.0
2,0,0,125.0,18,7,3,2484,2018,9,459,3.0
1,0,0,900.0,14,6,2,2316,2018,8,84,4.0
1,0,0,1.0,29,9,3,4578,2013,2,68,1.0
3,0,0,500.0,14,7,1,2498,2018,12,400,3.0
3,0,0,32.0,14,5,1,2039,2019,9,459,4.0
3,0,0,750.0,14,7,1,1396,2020,6,400,3.0
1,0,0,200.0,14,8,1,1275,2021,6,400,1.0
5,0,0,130.0,14,6,2,1460,2021,10,486,4.0
4,0,0,1000.0,42,11,3,1068,2022,11,400,4.0
1,0,0,500.0,14,1,1,832,2023,4,74,4.0
3,0,0,250.0,19,11,3,4470,2013,7,23,3.0
3,0,0,500.0,14,10,3,3804,2015,2,394,2.0
7,0,0,160.0,14,5,1,4038,2014,8,486,4.0
2,0,0,2.0,71,6,2,3040,2017,1,400,4.0
3,0,0,1000.0,44,6,4,4534,2013,4,18,2.0
17,0,0,150.0,14,15,2,4446,2013,8,418,4.0
3,0,0,80.0,14,6,4,4488,2013,6,459,4.0
5,0,0,400.0,14,12,1,4002,2014,9,400,3.0
3,0,0,1.0,27,10,2,3016,2017,2,400,1.0
2,0,0,4.0,71,8,1,2756,2018,2,400,4.0
5,0,0,110.0,14,7,2,2610,2018,3,418,4.0
1,0,0,100.0,14,8,6,4470,2013,7,337,4.0
2,0,0,350.0,14,10,6,3785,2015,4,400,4.0
3,0,0,1.0,29,9,12,2411,2019,2,180,4.0
2,0,0,300.0,14,11,3,2324,2019,6,67,4.0
2,0,0,125.0,14,5,1,1752,2020,8,400,3.0
3,0,0,500.0,14,9,10,1786,2020,11,396,4.0
2,0,0,500.0,14,13,1,892,2023,3,237,4.0
1,0,0,250.0,14,6,4,743,2023,10,459,4.0
1,0,0,450.0,14,14,1,402,2024,3,418,4.0
3,0,0,500.0,42,6,8,3906,2015,2,134,3.0
1,0,0,230.0,14,5,3,4458,2013,3,504,2.0
5,0,0,250.0,14,13,2,3216,2016,4,18,3.0
3,0,0,500.0,14,7,3,4534,2013,4,18,3.28450954283178
1,0,0,430.0,14,9,2,2390,2018,8,18,4.0
3,0,0,500.0,14,5,1,3277,2016,3,18,4.0
1,0,0,200.0,14,1,9,4193,2014,4,73,4.0
1,0,0,250.0,14,10,1,2499,2018,10,418,3.0
6,0,0,300.0,18,6,1,1966,2019,6,18,4.0
2,1,0,200.0,14,10,1,2192,2019,9,400,3.0
4,0,0,500.0,42,4,5,2003,2020,4,307,2.0
2,0,0,500.0,14,5,1,1701,2020,5,418,4.0
1,0,0,450.0,14,2,1,1348,2021,7,83,3.0
6,0,0,90.0,14,1,1,1251,2021,12,158,3.0
3,0,0,384.0,14,4,1,763,2023,7,418,4.0
1,0,0,500.0,14,1,1,463,2024,2,473,3.28450954283178
3,0,0,400.0,14,4,3,2776,2014,9,95,4.0
5,0,0,75.0,7,10,2,3379,2016,4,18,2.0
4,0,0,75.0,7,8,2,3005,2016,7,231,2.0
3,0,0,100.0,19,5,3,3058,2017,2,134,2.0
1,0,0,280.0,14,5,3,4535,2013,4,134,4.0
1,0,0,35.0,14,5,3,1994,2018,9,459,4.0
5,0,0,375.0,14,10,1,2557,2018,10,18,3.0
2,0,0,500.0,14,2,2,2054,2019,6,28,3.28450954283178
4,1,0,300.0,42,8,4,2053,2019,7,12,2.0
1,0,0,18.0,51,6,1,1934,2019,9,18,4.0
5,0,0,1045.0,14,11,14,2187,2019,10,53,4.0
5,0,0,500.0,42,3,1,2082,2019,12,52,4.0
4,0,0,500.0,14,9,1,1813,2020,5,400,4.0
4,0,0,210.0,14,7,1,1945,2020,6,18,4.0
3,0,0,100.0,14,5,1,1390,2021,2,459,3.0
5,0,0,740.0,42,3,1,1039,2022,7,400,3.0
5,0,0,500.0,14,9,2,1148,2022,8,400,4.0
1,0,0,500.0,14,1,1,479,2024,3,144,4.0
5,0,0,250.0,14,15,6,3959,2014,11,18,3.0
2,0,0,200.0,14,10,2,2997,2017,6,18,3.0
1,0,0,150.0,14,7,1,4216,2014,2,459,3.0
5,0,0,450.0,14,10,3,2695,2018,4,18,4.0
3,0,0,550.0,14,6,1,2139,2018,4,400,4.0
1,0,0,1.0,29,6,1,3490,2014,2,67,1.0
3,0,0,150.0,14,5,1,3500,2015,3,18,3.0
1,0,0,500.0,42,11,13,4538,2013,5,180,4.0
1,0,0,1.5,29,9,14,4638,2013,2,168,4.0
4,0,0,110.0,14,18,1,2837,2017,8,18,4.0
3,0,0,1.5,29,1,2,1476,2018,5,33,4.0
5,0,0,400.0,14,5,1,2266,2019,4,415,3.0
3,0,0,8.0,48,7,2,2345,2019,4,400,4.0
5,0,0,1.0,29,13,2,2356,2019,5,45,4.0
2,0,0,350.0,14,9,4,2136,2019,9,400,4.0
2,0,0,200.0,14,5,2,2015,2019,10,159,3.0
6,0,0,1.0,27,7,2,2090,2020,1,13,4.0
3,0,0,500.0,14,4,1,1616,2021,4,134,4.0
2,0,0,500.0,14,7,1,1463,2021,4,84,3.28450954283178
5,0,0,200.0,14,1,1,646,2023,12,391,4.0
2,0,0,400.0,42,10,2,3455,2015,9,400,4.0
2,0,0,500.0,42,5,5,3117,2017,3,53,3.0
7,0,0,100.0,14,7,4,3337,2016,4,12,4.0
7,0,0,1.0,29,7,2,2870,2015,10,18,4.0
3,0,0,400.0,14,11,1,3795,2015,6,418,4.0
4,0,0,390.0,14,23,2,2633,2018,5,18,4.0
3,1,0,1.0,27,11,2,2651,2018,5,400,1.0
1,0,0,495.0,42,4,6,3748,2015,7,134,3.0
5,0,0,800.0,14,4,1,2176,2019,10,400,4.0
3,0,0,500.0,14,5,2,2143,2019,11,159,1.0
1,0,0,36.5,14,9,1,1757,2020,11,459,3.28450954283178
1,0,0,34.0,14,6,1,1371,2021,11,459,4.0
4,0,0,155.0,14,11,1,1300,2022,4,459,3.0
2,0,0,165.0,14,8,2,1275,2022,4,159,4.0
1,0,0,250.0,42,5,2,938,2023,2,53,4.0
1,0,0,500.0,14,1,1,637,2023,3,82,3.28450954283178
2,0,0,335.0,14,4,2,478,2023,12,7,1.0
3,0,0,25.0,14,10,1,394,2023,9,400,3.0
2,0,0,25.0,44,1,1,244,2024,10,516,3.28450954283178
3,0,0,4.0,57,5,1,3666,2015,2,459,3.0
3,0,0,1.0,27,12,1,3858,2015,2,418,3.0
3,0,0,1.5,29,14,2,3027,2017,7,306,1.0
2,0,0,450.0,14,7,3,2430,2018,5,67,4.0
3,0,0,425.0,14,9,2,2731,2018,5,134,4.0
3,0,0,1.3,27,6,3,2831,2017,11,400,3.0
3,0,0,125.0,14,6,1,3064,2017,4,400,4.0
5,0,0,690.0,14,4,1,2726,2018,3,134,4.0
1,0,0,1000.0,14,12,2,4563,2013,4,18,4.0
4,0,0,750.0,14,12,3,3885,2015,2,18,4.0
6,0,0,224.0,14,9,2,2673,2018,1,400,4.0
2,0,0,1.0,29,6,4,2331,2018,9,18,4.0
4,0,0,50.0,7,8,1,1237,2019,8,400,3.28450954283178
3,0,0,500.0,14,7,1,622,2021,4,84,3.28450954283178
2,0,0,190.0,44,5,1,1274,2021,10,418,4.0
1,0,0,500.0,14,1,1,1401,2021,11,206,3.28450954283178
5,0,0,320.0,14,7,3,1364,2022,1,18,4.0
3,0,0,350.0,14,10,2,915,2023,1,68,4.0
2,0,0,500.0,14,7,2,2491,2018,4,18,3.0
2,0,0,213.0,14,2,2,2497,2018,5,382,3.0
2,0,0,160.0,42,3,2,4478,2013,1,134,4.0
5,0,0,70.0,7,7,1,3115,2016,9,400,4.0
1,0,0,1.0,27,10,1,3386,2014,7,418,3.0
3,0,0,300.0,14,3,1,2965,2017,3,157,3.0
4,0,0,100.0,14,4,1,3869,2014,10,90,3.0
4,0,0,1.0,29,10,4,2464,2018,7,53,4.0
7,0,0,293.0,14,6,2,3594,2015,12,459,4.0
6,0,0,500.0,14,4,2,2247,2019,1,504,2.0
9,0,0,1150.0,42,10,1,2285,2019,4,68,1.0
2,0,0,250.0,14,6,2,2279,2019,5,18,3.0
4,0,0,500.0,14,8,2,2211,2019,10,418,1.0
4,0,0,500.0,14,9,2,2186,2019,10,400,4.0
3,0,0,166.0,14,8,5,1988,2020,5,459,4.0
2,0,0,40.0,14,6,3,1325,2022,3,313,4.0
1,0,0,950.0,14,9,2,786,2023,2,159,1.0
3,0,0,750.0,14,11,2,4466,2013,3,400,3.0
2,0,0,400.0,14,10,1,3398,2016,7,159,4.0
4,0,0,450.0,14,7,4,3015,2017,5,400,1.0
2,0,0,375.0,14,8,2,2510,2018,8,400,3.0
7,0,0,400.0,14,7,2,2783,2018,1,18,4.0
7,0,0,60.0,14,10,6,4869,2012,6,418,3.28450954283178
3,0,0,500.0,14,7,2,2727,2018,3,84,4.0
9,0,0,100.0,14,5,1,2328,2018,10,459,4.0
11,0,0,0.72,27,10,2,2362,2019,3,418,3.0
1,0,0,500.0,14,1,1,1871,2020,8,466,4.0
3,0,0,100.0,14,6,1,1754,2021,1,459,3.0
6,0,0,420.0,14,10,1,1731,2021,1,18,4.0
3,0,0,190.0,14,2,1,1341,2021,10,352,4.0
1,0,0,500.0,14,5,1,1157,2021,11,459,4.0
4,0,0,40.0,14,7,5,1331,2022,3,459,4.0
4,0,0,250.0,14,2,1,1222,2022,6,159,3.28450954283178
1,0,0,500.0,14,1,2,210,2024,7,227,1.0
1,0,0,8.0,29,1,1,235,2024,8,241,3.28450954283178
2,0,0,750.0,14,4,3,4346,2013,4,199,2.0
3,0,0,200.0,14,8,4,3012,2017,4,502,3.0
6,0,0,176.0,14,11,3,4604,2013,3,415,4.0
4,0,0,650.0,14,6,3,2688,2018,4,18,4.0
4,0,0,125.0,14,3,1,3957,2014,7,459,4.0
5,0,0,360.0,14,1,2,2729,2018,5,408,4.0
6,0,0,80.0,14,10,3,2638,2018,7,400,4.0
4,0,0,350.0,14,6,1,3038,2015,2,134,3.0
2,0,0,1.0,27,10,2,2656,2018,6,400,3.0
5,0,0,950.0,14,11,2,2581,2018,1,159,1.0
5,0,0,200.0,14,8,2,3082,2017,4,400,3.0
2,0,0,1.0,27,9,3,2668,2018,5,400,1.0
3,0,0,150.0,14,9,5,4945,2012,4,459,4.0
5,0,0,160.0,14,1,1,3408,2016,6,301,4.0
7,0,0,80.0,14,4,3,2661,2018,3,459,4.0
7,0,0,250.0,14,8,2,2316,2019,2,400,3.0
3,0,0,500.0,14,6,2,2314,2019,6,134,4.0
4,1,0,500.0,14,12,7,1516,2021,7,510,3.28450954283178
12,0,0,700.0,42,5,8,3158,2017,2,199,4.0
2,0,0,200.0,14,13,2,3770,2015,6,231,3.0
2,0,0,400.0,14,12,3,3129,2017,3,396,3.0
8,0,0,280.0,14,7,1,4535,2013,3,405,3.0
4,0,0,200.0,42,1,2,4567,2013,4,126,4.0
4,0,0,400.0,14,8,2,2788,2018,1,18,4.0
2,0,0,4.0,53,4,1,2634,2018,8,418,1.0
5,0,0,250.0,14,3,2,2813,2018,2,465,4.0
2,0,0,2.0,29,14,7,3852,2015,4,45,4.0
1,0,0,190.0,14,7,2,2666,2018,4,418,3.28450954283178
7,0,0,500.0,14,6,2,2327,2019,6,18,4.0
4,0,0,500.0,14,5,2,1991,2019,8,164,4.0
5,0,0,250.0,14,7,2,1833,2020,7,400,3.0
7,0,0,200.0,14,5,1,1893,2020,8,75,4.0
1,0,0,1.0,4,4,1,1809,2020,10,349,4.0
5,0,0,510.0,14,10,2,1021,2020,11,18,4.0
3,0,0,1.5,29,6,1,1701,2020,11,68,1.0
3,0,0,600.0,14,4,1,1722,2020,12,130,3.0
1,0,0,500.0,14,7,1,1471,2021,4,84,3.28450954283178
3,0,0,500.0,14,5,1,1117,2021,11,67,1.0
2,0,0,500.0,14,7,2,1161,2022,6,84,3.28450954283178
3,0,0,200.0,14,7,3,1182,2022,8,402,1.0
1,0,0,436.0,14,6,1,1147,2022,8,294,3.0
3,0,0,226.0,14,4,2,3987,2014,10,134,4.0
